,house_fias_id,data,geo_lat,geo_lon,street,house,qc,result,qc_geo,addr,parsed_now
0,9bd8ab31-2428-4f2e-8c94-a3e57e19925d,"{'source': 'Томск; р-н Ленинский; ул. Нижне-Луговая; д. 85', 'result': 'г Томск, ул Нижне-Луговая, д 85', 'postal_code': '634009', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Сибирский', 'region_fias_id': '889b1f3a-98aa-40fc-9d3d-0f41192758ab', 'region_kladr_id': '7000000000000', 'region_iso_code': 'RU-TOM', 'region_with_type': 'Томская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Томская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'e3b0eae8-a4ce-4779-ae04-5c0797de66be', 'city_kladr_id': '7000000100000', 'city_with_type': 'г Томск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Томск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'edf9bf4f-9cbf-4f0b-ac5d-4f64d0713e04', 'street_kladr_id': '70000001000051100', 'street_with_type': 'ул Нижне-Луговая', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Нижне-Луговая', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '9bd8ab31-2428-4f2e-8c94-a3e57e19925d', 'house_kladr_id': '7000000100005110188', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '85', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '9bd8ab31-2428-4f2e-8c94-a3e57e19925d', 'fias_code': '70000001000000005110188', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '7000000100005110188', 'capital_marker': '2', 'okato': '69401000000', 'oktmo': '69701000001', 'tax_office': '7000', 'tax_office_legal': '7000', 'timezone': 'UTC+7', 'geo_lat': '56.5180461', 'geo_lon': '84.9272918', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",56.5180461,84.9272918,Нижне-Луговая,85,0.0,"г Томск, ул Нижне-Луговая, д 85",0.0,Томск; р-н Ленинский; ул. Нижне-Луговая; д. 85,False
