,house_fias_id,data,geo_lat,geo_lon,street,house,qc,result,qc_geo,ad_id
0,52230160-3ccc-4f0d-87d0-969c3351a517,"{'source': 'Республика Татарстан; Казань; р-н Советский; улица Седова; 7', 'result': 'г Казань, ул Седова, д 7', 'postal_code': '420073', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Приволжский', 'region_fias_id': '0c089b04-099e-4e0e-955a-6bf1ce525f1a', 'region_kladr_id': '1600000000000', 'region_iso_code': 'RU-TA', 'region_with_type': 'Респ Татарстан', 'region_type': 'Респ', 'region_type_full': 'республика', 'region': 'Татарстан', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '93b3df57-4c89-44df-ac42-96f05e9cd3b9', 'city_kladr_id': '1600000100000', 'city_with_type': 'г Казань', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Казань', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Советский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Советский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '687ff577-7a26-47b4-a0b2-0c42b52b7a50', 'street_kladr_id': '16000001000129200', 'street_with_type': 'ул Седова', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Седова', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '52230160-3ccc-4f0d-87d0-969c3351a517', 'house_kladr_id': '1600000100012920002', 'house_cadnum': '16:50:060623:32', 'house_type': 'д', 'house_type_full': 'дом', 'house': '7', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '145878', 'flat_price': None, 'postal_box': None, 'fias_id': '52230160-3ccc-4f0d-87d0-969c3351a517', 'fias_code': '16000001000000012920002', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '1600000100012920002', 'capital_marker': '2', 'okato': '92401385000', 'oktmo': '92701000001', 'tax_office': '1686', 'tax_office_legal': '1686', 'timezone': 'UTC+3', 'geo_lat': '55.7847297', 'geo_lon': '49.1777669', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': [{'distance': 2.3, 'line': 'Центральная', 'name': 'Аметьево'}, {'distance': 2.4, 'line': 'Центральная', 'name': 'Суконная слобода'}, {'distance': 2.8, 'line': 'Центральная', 'name': 'Горки'}]}",55.7847297,49.1777669,Седова,7,0,"г Казань, ул Седова, д 7",0,287077934
1,796e1ad4-0f36-482b-b717-7568855b2494,"{'source': 'Новосибирская область; Новосибирск; р-н Дзержинский; улица Заслонова; 13/10', 'result': 'г Новосибирск, ул Заслонова, д 13/10', 'postal_code': '630010', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Сибирский', 'region_fias_id': '1ac46b49-3209-4814-b7bf-a509ea1aecd9', 'region_kladr_id': '5400000000000', 'region_iso_code': 'RU-NVS', 'region_with_type': 'Новосибирская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Новосибирская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '8dea00e3-9aab-4d8e-887c-ef2aaa546456', 'city_kladr_id': '5400000100000', 'city_with_type': 'г Новосибирск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Новосибирск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Дзержинский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Дзержинский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '4da573b5-348b-46be-a395-8e16a51cfefc', 'street_kladr_id': '54000001000044100', 'street_with_type': 'ул Заслонова', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Заслонова', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '796e1ad4-0f36-482b-b717-7568855b2494', 'house_kladr_id': '5400000100004410046', 'house_cadnum': '54:35:013135:1773', 'house_type': 'д', 'house_type_full': 'дом', 'house': '13/10', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '114583', 'flat_price': None, 'postal_box': None, 'fias_id': '796e1ad4-0f36-482b-b717-7568855b2494', 'fias_code': '54000001000000004410046', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '5400000100004410046', 'capital_marker': '2', 'okato': '50401364000', 'oktmo': '50701000001', 'tax_office': '5405', 'tax_office_legal': '5405', 'timezone': 'UTC+7', 'geo_lat': '55.0492708', 'geo_lon': '83.0316016', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 1, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': [{'distance': 3.8, 'line': 'Дзержинская', 'name': 'Золотая нива'}]}",55.0492708,83.0316016,Заслонова,13/10,0,"г Новосибирск, ул Заслонова, д 13/10",1,283944967
2,cbc0c29c-9da4-4650-bab5-c80b9ed4b222,"{'source': 'Краснодарский край; Краснодар; Карасунский; улица Автолюбителей; 1/Глит4', 'result': 'г Краснодар, ул Автолюбителей, д 1', 'postal_code': '350065', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '510bf99a-02aa-44f1-9d6b-5e5ffa13f18a', 'street_kladr_id': '23000001000096000', 'street_with_type': 'ул Автолюбителей', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Автолюбителей', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'cbc0c29c-9da4-4650-bab5-c80b9ed4b222', 'house_kladr_id': '2300000100009600097', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '1', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '75910', 'flat_price': None, 'postal_box': None, 'fias_id': 'cbc0c29c-9da4-4650-bab5-c80b9ed4b222', 'fias_code': '23000001000000009600097', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100009600097', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2312', 'tax_office_legal': '2312', 'timezone': 'UTC+3', 'geo_lat': '45.00167', 'geo_lon': '39.069906', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 9, 'qc_house': 2, 'qc': 1, 'unparsed_parts': 'ГЛИТЧ', 'metro': None}",45.00167,39.069906,Автолюбителей,1,1,"г Краснодар, ул Автолюбителей, д 1",0,286939548
3,35f9e1be-7988-4476-8816-4f3f65c9c6ba,"{'source': 'Калининградская область; Калининград; р-н Ленинградский; Суздальская улица; 11Б', 'result': 'г Калининград, ул Суздальская, д 11Б', 'postal_code': '236003', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Ленинградский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Ленинградский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '0df88f4d-ee5f-42fb-9247-243bc526bbd6', 'street_kladr_id': '39000001000100500', 'street_with_type': 'ул Суздальская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Суздальская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '35f9e1be-7988-4476-8816-4f3f65c9c6ba', 'house_kladr_id': '3900000100010050010', 'house_cadnum': '39:15:132801:1033', 'house_type': 'д', 'house_type_full': 'дом', 'house': '11Б', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '131553', 'flat_price': None, 'postal_box': None, 'fias_id': '35f9e1be-7988-4476-8816-4f3f65c9c6ba', 'fias_code': '39000001000000010050010', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100010050010', 'capital_marker': '2', 'okato': '27401368000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.7146591', 'geo_lon': '20.552582', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 1, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",54.7146591,20.552582,Суздальская,11Б,0,"г Калининград, ул Суздальская, д 11Б",1,286774088
4,20fffede-ac1c-47f4-a44f-b03ae67212b0,"{'source': 'Краснодарский край; Сочи; р-н Центральный; переулок Рахманинова; 45', 'result': 'Краснодарский край, г Сочи, пер Рахманинова, д 45', 'postal_code': '354008', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '79da737a-603b-4c19-9b54-9114c96fb912', 'city_kladr_id': '2300000700000', 'city_with_type': 'г Сочи', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Сочи', 'city_area': None, 'city_district_fias_id': '48909a1e-ec40-409a-91d1-3f7236e0b1e3', 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Центральный', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Центральный', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '4bd38abd-9902-4ce4-a345-81aafa4027fb', 'street_kladr_id': '23000007000146100', 'street_with_type': 'пер Рахманинова', 'street_type': 'пер', 'street_type_full': 'переулок', 'street': 'Рахманинова', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '20fffede-ac1c-47f4-a44f-b03ae67212b0', 'house_kladr_id': '2300000700014610003', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '45', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '259765', 'flat_price': None, 'postal_box': None, 'fias_id': '20fffede-ac1c-47f4-a44f-b03ae67212b0', 'fias_code': '23000007000000014610003', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000700014610003', 'capital_marker': '0', 'okato': '03426000000', 'oktmo': '03726000001', 'tax_office': '2366', 'tax_office_legal': '2366', 'timezone': 'UTC+3', 'geo_lat': '43.6086827', 'geo_lon': '39.7107826', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",43.6086827,39.7107826,Рахманинова,45,0,"Краснодарский край, г Сочи, пер Рахманинова, д 45",0,286894596
5,f6421c96-2503-4e35-948a-36f85df8d712,"{'source': 'Краснодарский край; Краснодар; Прикубанский; улица Западный обход; 57лит24', 'result': 'г Краснодар, ул Западный Обход, д 57', 'postal_code': '350053', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '501c36c5-c714-4f42-8323-2813b22f266c', 'street_kladr_id': '23000001000197200', 'street_with_type': 'ул Западный Обход', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Западный Обход', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'f6421c96-2503-4e35-948a-36f85df8d712', 'house_kladr_id': '2300000100019720110', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '57', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '120333', 'flat_price': None, 'postal_box': None, 'fias_id': 'f6421c96-2503-4e35-948a-36f85df8d712', 'fias_code': '23000001000000019720110', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100019720110', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2311', 'tax_office_legal': '2311', 'timezone': 'UTC+3', 'geo_lat': '45.096852', 'geo_lon': '38.908371', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 9, 'qc_house': 2, 'qc': 1, 'unparsed_parts': 'ЛИТ24', 'metro': None}",45.096852,38.908371,Западный Обход,57,1,"г Краснодар, ул Западный Обход, д 57",0,285518149
6,39c365fa-a7b4-4985-94a3-2b24cc766107,"{'source': 'Калининградская область; Калининград; р-н Московский; проспект Калинина; 111', 'result': 'г Калининград, пр-кт Калинина, д 111', 'postal_code': '236039', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Московский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Московский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'd6c79d59-c154-4ee5-bb0c-19ecd7312637', 'street_kladr_id': '39000001000032400', 'street_with_type': 'пр-кт Калинина', 'street_type': 'пр-кт', 'street_type_full': 'проспект', 'street': 'Калинина', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '39c365fa-a7b4-4985-94a3-2b24cc766107', 'house_kladr_id': '3900000100003240058', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '111', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '39c365fa-a7b4-4985-94a3-2b24cc766107', 'fias_code': '39000001000000003240058', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100003240058', 'capital_marker': '2', 'okato': '27401373000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.6955099', 'geo_lon': '20.5176357', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",54.6955099,20.5176357,Калинина,111,0,"г Калининград, пр-кт Калинина, д 111",0,276151879
7,92995ecf-6a1c-4c13-8beb-4b15f0abf8b7,"{'source': 'Калининградская область; Калининград; р-н Московский; Октябрьская улица; 12', 'result': 'г Калининград, ул Октябрьская, д 12', 'postal_code': '236006', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Московский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Московский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '48386541-6544-4f7f-8b8e-6db0dd3ce10c', 'street_kladr_id': '39000001000059300', 'street_with_type': 'ул Октябрьская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Октябрьская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '92995ecf-6a1c-4c13-8beb-4b15f0abf8b7', 'house_kladr_id': '3900000100005930117', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '12', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': '127.0', 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '92995ecf-6a1c-4c13-8beb-4b15f0abf8b7', 'fias_code': '39000001000000005930117', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100005930117', 'capital_marker': '2', 'okato': '27401373000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.7008749', 'geo_lon': '20.5165896', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 9, 'qc_house': 2, 'qc': 3, 'unparsed_parts': None, 'metro': None}",54.7008749,20.5165896,Октябрьская,12,3,"г Калининград, ул Октябрьская, д 12",0,275421819
8,be963557-92c5-4ab9-a47c-ee04f1904b9b,"{'source': 'Калининградская область; Калининград; р-н Центральный; пос. Прегольский; 25', 'result': 'г Калининград, п Прегольский, д 25', 'postal_code': '236010', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Центральный', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Центральный', 'settlement_fias_id': 'a5771954-04f6-4665-9d15-d401ca2f341b', 'settlement_kladr_id': '3900000101000', 'settlement_with_type': 'п Прегольский', 'settlement_type': 'п', 'settlement_type_full': 'поселок', 'settlement': 'Прегольский', 'street_fias_id': None, 'street_kladr_id': None, 'street_with_type': None, 'street_type': None, 'street_type_full': None, 'street': None, 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'be963557-92c5-4ab9-a47c-ee04f1904b9b', 'house_kladr_id': '3900000101000000025', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '25', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '55259', 'flat_price': None, 'postal_box': None, 'fias_id': 'be963557-92c5-4ab9-a47c-ee04f1904b9b', 'fias_code': '39000001010000000000025', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000101000000025', 'capital_marker': '2', 'okato': '27401385000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.6959533', 'geo_lon': '20.3943634', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 0, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",54.6959533,20.3943634,,25,0,"г Калининград, п Прегольский, д 25",0,279711736
9,,"{'source': 'Новосибирская область; Новосибирск; р-н Калининский; м. Заельцовская; Игарская улица; 19/3стр', 'result': 'г Новосибирск, ул Игарская, д 19/3', 'postal_code': '630020', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Сибирский', 'region_fias_id': '1ac46b49-3209-4814-b7bf-a509ea1aecd9', 'region_kladr_id': '5400000000000', 'region_iso_code': 'RU-NVS', 'region_with_type': 'Новосибирская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Новосибирская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '8dea00e3-9aab-4d8e-887c-ef2aaa546456', 'city_kladr_id': '5400000100000', 'city_with_type': 'г Новосибирск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Новосибирск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Калининский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Калининский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '0f103c61-9564-454e-ba11-0893a4e14150', 'street_kladr_id': '54000001000046700', 'street_with_type': 'ул Игарская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Игарская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': None, 'house_kladr_id': None, 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '19/3', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '108382', 'flat_price': None, 'postal_box': None, 'fias_id': '0f103c61-9564-454e-ba11-0893a4e14150', 'fias_code': '54000001000000004670000', 'fias_level': '7', 'fias_actuality_state': '0', 'kladr_id': '54000001000046700', 'capital_marker': '2', 'okato': '50401373000', 'oktmo': '50701000001', 'tax_office': '5410', 'tax_office_legal': '5410', 'timezone': 'UTC+7', 'geo_lat': '55.100731', 'geo_lon': '82.939142', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 9, 'qc_house': 10, 'qc': 1, 'unparsed_parts': 'ЗАЕЛЬЦОВСКАЯ', 'metro': None}",55.100731,82.939142,Игарская,19/3,1,"г Новосибирск, ул Игарская, д 19/3",2,276343727
