,house_fias_id,data,geo_lat,geo_lon,street,house,qc,result,qc_geo,addr
298,c4798cb6-4d71-4412-97f5-0f67ba97bbf0,"{'source': 'Краснодарский край; Сочи; р-н Хостинский; улица Черноморская; 4', 'result': 'Краснодарский край, г Сочи, р-н Хостинский, ул Черноморская, д 4', 'postal_code': '354002', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '79da737a-603b-4c19-9b54-9114c96fb912', 'city_kladr_id': '2300000700000', 'city_with_type': 'г Сочи', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Сочи', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': '19525af7-ff4b-41e6-bd2c-3c3eeff87bc0', 'settlement_kladr_id': '23000007000012500', 'settlement_with_type': 'р-н Хостинский', 'settlement_type': 'р-н', 'settlement_type_full': 'район', 'settlement': 'Хостинский', 'street_fias_id': 'c45cdd37-81d3-4096-adff-fa38642824a1', 'street_kladr_id': '23000007000034300', 'street_with_type': 'ул Черноморская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Черноморская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'c4798cb6-4d71-4412-97f5-0f67ba97bbf0', 'house_kladr_id': '2300000700003430044', 'house_cadnum': '23:49:0302010:1248', 'house_type': 'д', 'house_type_full': 'дом', 'house': '4', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '255002', 'flat_price': None, 'postal_box': None, 'fias_id': 'c4798cb6-4d71-4412-97f5-0f67ba97bbf0', 'fias_code': '23000007000012503430044', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000700003430044', 'capital_marker': '0', 'okato': '03426000000', 'oktmo': '03726000001', 'tax_office': '2367', 'tax_office_legal': '2367', 'timezone': 'UTC+3', 'geo_lat': '43.5671788', 'geo_lon': '39.7368406', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",43.5671788,39.7368406,Черноморская,4,0,"Краснодарский край, г Сочи, р-н Хостинский, ул Черноморская, д 4",2,Краснодарский край; Сочи; р-н Хостинский; мкр. Светлана; улица Черноморская; 4
299,ee76dd0f-7fbd-43a0-ad44-c9e8b366652b,"{'source': 'Краснодарский край; Сочи; р-н Хостинский; улица Гагринская; 3/8', 'result': 'Краснодарский край, г Сочи, ул Гагринская, д 3/8', 'postal_code': '354002', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '79da737a-603b-4c19-9b54-9114c96fb912', 'city_kladr_id': '2300000700000', 'city_with_type': 'г Сочи', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Сочи', 'city_area': None, 'city_district_fias_id': 'f6b06e5e-8595-4d53-a350-d639279d8d76', 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Хостинский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Хостинский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'f19d7c5c-3fc6-45f0-975c-c1764846cd0b', 'street_kladr_id': '23000007000172500', 'street_with_type': 'ул Гагринская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Гагринская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'ee76dd0f-7fbd-43a0-ad44-c9e8b366652b', 'house_kladr_id': '2300000700017250057', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '3/8', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '386645', 'flat_price': None, 'postal_box': None, 'fias_id': 'ee76dd0f-7fbd-43a0-ad44-c9e8b366652b', 'fias_code': '23000007000000017250057', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000700017250057', 'capital_marker': '0', 'okato': '03426000000', 'oktmo': '03726000001', 'tax_office': '2367', 'tax_office_legal': '2367', 'timezone': 'UTC+3', 'geo_lat': '43.5701153', 'geo_lon': '39.7346676', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",43.5701153,39.7346676,Гагринская,3/8,0,"Краснодарский край, г Сочи, ул Гагринская, д 3/8",0,Краснодарский край; Сочи; р-н Хостинский; мкр. Светлана; улица Гагринская; 3/8
300,993c0484-c4bd-41fa-960a-284c86228aed,"{'source': 'Краснодарский край; Краснодар; Прикубанский; улица Заполярная; 39лит8', 'result': 'г Краснодар, ул Заполярная, д 39', 'postal_code': '350012', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'be51c913-e985-46e7-adfa-62c711bac656', 'street_kladr_id': '23000001000022600', 'street_with_type': 'ул Заполярная', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Заполярная', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '993c0484-c4bd-41fa-960a-284c86228aed', 'house_kladr_id': '2300000100002260009', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '39', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '993c0484-c4bd-41fa-960a-284c86228aed', 'fias_code': '23000001000000002260009', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100002260009', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2311', 'tax_office_legal': '2311', 'timezone': 'UTC+3', 'geo_lat': '45.0737147', 'geo_lon': '38.9079734', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 9, 'qc_house': 2, 'qc': 1, 'unparsed_parts': 'ЛИТ8', 'metro': None}",45.0737147,38.9079734,Заполярная,39,1,"г Краснодар, ул Заполярная, д 39",0,Краснодарский край; Краснодар; Прикубанский; мкр. Славянский; улица Заполярная; 39лит8
301,9bd5195d-7421-49a9-8e1f-4f43db88c53d,"{'source': 'Краснодарский край; Анапа; Анапское шоссе; 18', 'result': 'Краснодарский край, г Анапа, ш Анапское, д 18', 'postal_code': '353451', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': '4504c6b3-f501-4f6b-949f-45704aa3ecdd', 'area_kladr_id': '2300300000000', 'area_with_type': 'Анапский р-н', 'area_type': 'р-н', 'area_type_full': 'район', 'area': 'Анапский', 'city_fias_id': 'eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed', 'city_kladr_id': '2300300100000', 'city_with_type': 'г Анапа', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Анапа', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'fd6b0697-e340-4d89-8442-f5aa9990aae0', 'street_kladr_id': '23003001000009500', 'street_with_type': 'ш Анапское', 'street_type': 'ш', 'street_type_full': 'шоссе', 'street': 'Анапское', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '9bd5195d-7421-49a9-8e1f-4f43db88c53d', 'house_kladr_id': '2300300100000950100', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '18', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '9bd5195d-7421-49a9-8e1f-4f43db88c53d', 'fias_code': '23003001000000000950100', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300300100000950100', 'capital_marker': '1', 'okato': '03403000000', 'oktmo': '03703000001', 'tax_office': '2301', 'tax_office_legal': '2301', 'timezone': 'UTC+3', 'geo_lat': '44.899402', 'geo_lon': '37.356172', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",44.899402,37.356172,Анапское,18,0,"Краснодарский край, г Анапа, ш Анапское, д 18",2,Краснодарский край; Анапа; Анапское шоссе; 18
302,,"{'source': 'Краснодарский край; Анапа; Пионерский проспект; 100Вк2', 'result': 'Краснодарский край, г Анапа, пр-кт Пионерский, д 100ВК', 'postal_code': '353456', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': '4504c6b3-f501-4f6b-949f-45704aa3ecdd', 'area_kladr_id': '2300300000000', 'area_with_type': 'Анапский р-н', 'area_type': 'р-н', 'area_type_full': 'район', 'area': 'Анапский', 'city_fias_id': 'eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed', 'city_kladr_id': '2300300100000', 'city_with_type': 'г Анапа', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Анапа', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '77ba8ee8-95a7-4907-9eea-a775f8dd410f', 'street_kladr_id': '23003001000006400', 'street_with_type': 'пр-кт Пионерский', 'street_type': 'пр-кт', 'street_type_full': 'проспект', 'street': 'Пионерский', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': None, 'house_kladr_id': None, 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '100ВК', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '77ba8ee8-95a7-4907-9eea-a775f8dd410f', 'fias_code': '23003001000000000640000', 'fias_level': '7', 'fias_actuality_state': '0', 'kladr_id': '23003001000006400', 'capital_marker': '1', 'okato': '03403000000', 'oktmo': '03703000001', 'tax_office': '2301', 'tax_office_legal': '2301', 'timezone': 'UTC+3', 'geo_lat': '44.9616251', 'geo_lon': '37.2877299', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 1, 'qc_complete': 9, 'qc_house': 10, 'qc': 1, 'unparsed_parts': '2', 'metro': None}",44.9616251,37.2877299,Пионерский,100ВК,1,"Краснодарский край, г Анапа, пр-кт Пионерский, д 100ВК",1,Краснодарский край; Анапа; Пионерский проспект; 100Вк2
303,352605b2-edce-4893-9466-f5a4412511cf,"{'source': 'Краснодарский край; Анапа; улица Адмирала Пустошкина; 22к11', 'result': 'Краснодарский край, г Анапа, ул Адмирала Пустошкина, д 22 стр 11', 'postal_code': '353451', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': '4504c6b3-f501-4f6b-949f-45704aa3ecdd', 'area_kladr_id': '2300300000000', 'area_with_type': 'Анапский р-н', 'area_type': 'р-н', 'area_type_full': 'район', 'area': 'Анапский', 'city_fias_id': 'eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed', 'city_kladr_id': '2300300100000', 'city_with_type': 'г Анапа', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Анапа', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '3647f16e-8e37-4f24-90dd-3cb80280c6f3', 'street_kladr_id': '23003001000035800', 'street_with_type': 'ул Адмирала Пустошкина', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Адмирала Пустошкина', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '352605b2-edce-4893-9466-f5a4412511cf', 'house_kladr_id': '2300300100003580030', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '22', 'block_type': 'стр', 'block_type_full': 'строение', 'block': '11', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '352605b2-edce-4893-9466-f5a4412511cf', 'fias_code': '23003001000000003580030', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300300100003580030', 'capital_marker': '1', 'okato': '03403000000', 'oktmo': '03703000001', 'tax_office': '2301', 'tax_office_legal': '2301', 'timezone': 'UTC+3', 'geo_lat': '44.8703277', 'geo_lon': '37.3367778', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",44.8703277,37.3367778,Адмирала Пустошкина,22,0,"Краснодарский край, г Анапа, ул Адмирала Пустошкина, д 22 стр 11",2,Краснодарский край; Анапа; улица Адмирала Пустошкина; 22к11
304,,"{'source': 'Краснодарский край; Анапа; Рождественская улица; 55к1', 'result': 'Краснодарский край, г Анапа, ул Рождественская, д 55 к 1', 'postal_code': '353451', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': '4504c6b3-f501-4f6b-949f-45704aa3ecdd', 'area_kladr_id': '2300300000000', 'area_with_type': 'Анапский р-н', 'area_type': 'р-н', 'area_type_full': 'район', 'area': 'Анапский', 'city_fias_id': 'eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed', 'city_kladr_id': '2300300100000', 'city_with_type': 'г Анапа', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Анапа', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'bae5687a-61ae-47b6-8849-5d1d6831e99d', 'street_kladr_id': '23003001000014900', 'street_with_type': 'ул Рождественская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Рождественская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': None, 'house_kladr_id': None, 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '55', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '1', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '107411', 'flat_price': None, 'postal_box': None, 'fias_id': 'bae5687a-61ae-47b6-8849-5d1d6831e99d', 'fias_code': '23003001000000001490000', 'fias_level': '7', 'fias_actuality_state': '0', 'kladr_id': '23003001000014900', 'capital_marker': '1', 'okato': '03403000000', 'oktmo': '03703000001', 'tax_office': '2301', 'tax_office_legal': '2301', 'timezone': 'UTC+3', 'geo_lat': '44.894588', 'geo_lon': '37.337145', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 10, 'qc_house': 10, 'qc': 0, 'unparsed_parts': None, 'metro': None}",44.894588,37.337145,Рождественская,55,0,"Краснодарский край, г Анапа, ул Рождественская, д 55 к 1",0,Краснодарский край; Анапа; Рождественская улица; 55к1
305,5758d8ca-6df1-42d1-a3b9-fe621e5166b1,"{'source': 'Краснодарский край; Анапа; Крестьянская улица; 27к7', 'result': 'Краснодарский край, г Анапа, ул Крестьянская, д 27 к 7', 'postal_code': '353445', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': '4504c6b3-f501-4f6b-949f-45704aa3ecdd', 'area_kladr_id': '2300300000000', 'area_with_type': 'Анапский р-н', 'area_type': 'р-н', 'area_type_full': 'район', 'area': 'Анапский', 'city_fias_id': 'eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed', 'city_kladr_id': '2300300100000', 'city_with_type': 'г Анапа', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Анапа', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'cb913e25-be75-431c-b215-6635ecf71b78', 'street_kladr_id': '23003001000003200', 'street_with_type': 'ул Крестьянская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Крестьянская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '5758d8ca-6df1-42d1-a3b9-fe621e5166b1', 'house_kladr_id': '2300300100000320074', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '27', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '7', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '123917', 'flat_price': None, 'postal_box': None, 'fias_id': '5758d8ca-6df1-42d1-a3b9-fe621e5166b1', 'fias_code': '23003001000000000320074', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300300100000320074', 'capital_marker': '1', 'okato': '03403000000', 'oktmo': '03703000001', 'tax_office': '2301', 'tax_office_legal': '2301', 'timezone': 'UTC+3', 'geo_lat': '44.9002595', 'geo_lon': '37.3461722', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",44.9002595,37.3461722,Крестьянская,27,0,"Краснодарский край, г Анапа, ул Крестьянская, д 27 к 7",0,Краснодарский край; Анапа; Крестьянская улица; 27к7
306,833a4fa5-e9c5-4278-bd59-ddb593897d78,"{'source': 'Краснодарский край; Анапа; Крестьянская улица; 27к4', 'result': 'Краснодарский край, г Анапа, ул Крестьянская, д 27 к 4', 'postal_code': '353445', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': '4504c6b3-f501-4f6b-949f-45704aa3ecdd', 'area_kladr_id': '2300300000000', 'area_with_type': 'Анапский р-н', 'area_type': 'р-н', 'area_type_full': 'район', 'area': 'Анапский', 'city_fias_id': 'eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed', 'city_kladr_id': '2300300100000', 'city_with_type': 'г Анапа', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Анапа', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'cb913e25-be75-431c-b215-6635ecf71b78', 'street_kladr_id': '23003001000003200', 'street_with_type': 'ул Крестьянская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Крестьянская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '833a4fa5-e9c5-4278-bd59-ddb593897d78', 'house_kladr_id': '2300300100000320069', 'house_cadnum': '23:37:0105009:3253', 'house_type': 'д', 'house_type_full': 'дом', 'house': '27', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '4', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '833a4fa5-e9c5-4278-bd59-ddb593897d78', 'fias_code': '23003001000000000320069', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300300100000320069', 'capital_marker': '1', 'okato': '03403000000', 'oktmo': '03703000001', 'tax_office': '2301', 'tax_office_legal': '2301', 'timezone': 'UTC+3', 'geo_lat': '44.9003027', 'geo_lon': '37.3414076', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 1, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",44.9003027,37.3414076,Крестьянская,27,0,"Краснодарский край, г Анапа, ул Крестьянская, д 27 к 4",1,Краснодарский край; Анапа; Крестьянская улица; 27к4
307,,"{'source': 'Краснодарский край; Краснодар; Прикубанский; улица Имени Б.С. Кудухова; 3', 'result': 'г Краснодар, ул им. Кудухова Б.С., д 3', 'postal_code': None, 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '87db4670-c98c-425c-b493-db19d9216ab9', 'street_kladr_id': '23000001000274100', 'street_with_type': 'ул им. Кудухова Б.С.', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'им. Кудухова Б.С.', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': None, 'house_kladr_id': None, 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '3', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '87db4670-c98c-425c-b493-db19d9216ab9', 'fias_code': '23000001000000027410000', 'fias_level': '7', 'fias_actuality_state': '0', 'kladr_id': '23000001000274100', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2311', 'tax_office_legal': '2311', 'timezone': 'UTC+3', 'geo_lat': '45.0922318', 'geo_lon': '38.9143275', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 10, 'qc_house': 10, 'qc': 0, 'unparsed_parts': None, 'metro': None}",45.0922318,38.9143275,им. Кудухова Б.С.,3,0,"г Краснодар, ул им. Кудухова Б.С., д 3",2,Краснодарский край; Краснодар; Прикубанский; мкр. Калинино; улица Имени Б.С. Кудухова; 3
