,house_fias_id,data,geo_lat,geo_lon,street,house,qc,result,qc_geo,addr
0,9044e327-a0dd-4c1b-abb4-385f754cb1b7,"{'source': 'Краснодарский край; Сочи; р-н Хостинский; улица Депутатская; 10Б/1', 'result': 'Краснодарский край, г Сочи, ул Депутатская, д 10Б/1', 'postal_code': '354002', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '79da737a-603b-4c19-9b54-9114c96fb912', 'city_kladr_id': '2300000700000', 'city_with_type': 'г Сочи', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Сочи', 'city_area': None, 'city_district_fias_id': 'f6b06e5e-8595-4d53-a350-d639279d8d76', 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Хостинский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Хостинский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'e042be44-86d5-4f7c-ba89-b062fb71a04f', 'street_kladr_id': '23000007000173100', 'street_with_type': 'ул Депутатская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Депутатская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '9044e327-a0dd-4c1b-abb4-385f754cb1b7', 'house_kladr_id': '2300000700017310906', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '10Б/1', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '429884', 'flat_price': None, 'postal_box': None, 'fias_id': '9044e327-a0dd-4c1b-abb4-385f754cb1b7', 'fias_code': '23000007000000017310906', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000700017310906', 'capital_marker': '0', 'okato': '03426000000', 'oktmo': '03726000001', 'tax_office': '2367', 'tax_office_legal': '2367', 'timezone': 'UTC+3', 'geo_lat': '43.5734219', 'geo_lon': '39.7394513', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",43.5734219,39.7394513,Депутатская,10Б/1,0,"Краснодарский край, г Сочи, ул Депутатская, д 10Б/1",0,Краснодарский край; Сочи; р-н Хостинский; мкр. Светлана; улица Депутатская; 10Б/1
1,15a18841-dcf7-44c8-81be-a424ae6e1532,"{'source': 'Краснодарский край; Краснодар; Прикубанский; улица Конгрессная; лит22', 'result': 'г Краснодар, ул Конгрессная, д 22', 'postal_code': '350005', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'd4a8cf31-b126-46aa-b8de-f3fe1e706bb8', 'street_kladr_id': '23000001000258500', 'street_with_type': 'ул Конгрессная', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Конгрессная', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '15a18841-dcf7-44c8-81be-a424ae6e1532', 'house_kladr_id': '2300000100025850020', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '22', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '15a18841-dcf7-44c8-81be-a424ae6e1532', 'fias_code': '23000001000000025850020', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100025850020', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2311', 'tax_office_legal': '2311', 'timezone': 'UTC+3', 'geo_lat': '45.1054739', 'geo_lon': '38.9697956', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 9, 'qc_house': 2, 'qc': 1, 'unparsed_parts': 'ЛИТ', 'metro': None}",45.1054739,38.9697956,Конгрессная,22,1,"г Краснодар, ул Конгрессная, д 22",2,Краснодарский край; Краснодар; Прикубанский; улица Конгрессная; лит22
2,30b3a9c4-b267-43b8-b042-39d6db8d42a3,"{'source': 'Краснодарский край; Сириус пгт; улица Станиславского; 8', 'result': 'Краснодарский край, пгт Сириус, ул Станиславского, д 8', 'postal_code': '354340', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'ad5929db-1e15-4d75-bbfb-96f201c11e9e', 'city_kladr_id': '2300000800000', 'city_with_type': 'пгт Сириус', 'city_type': 'пгт', 'city_type_full': 'поселок городского типа', 'city': 'Сириус', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '540b659a-0d02-4266-9146-3d22e2f94776', 'street_kladr_id': '23000008000002200', 'street_with_type': 'ул Станиславского', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Станиславского', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '30b3a9c4-b267-43b8-b042-39d6db8d42a3', 'house_kladr_id': '2300000800000220051', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '8', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '257500', 'flat_price': None, 'postal_box': None, 'fias_id': '30b3a9c4-b267-43b8-b042-39d6db8d42a3', 'fias_code': '23000008000000000220051', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000800000220051', 'capital_marker': '0', 'okato': '03465000000', 'oktmo': '03731000051', 'tax_office': '2367', 'tax_office_legal': '2367', 'timezone': 'UTC+3', 'geo_lat': '43.4229445', 'geo_lon': '39.9296781', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",43.4229445,39.9296781,Станиславского,8,0,"Краснодарский край, пгт Сириус, ул Станиславского, д 8",0,Краснодарский край; Сириус пгт; улица Станиславского; 8
3,40cdc6e5-3f0f-40d5-9faa-c9b17399edf1,"{'source': 'Краснодарский край; Сириус пгт; улица Тюльпанов; 1/3', 'result': 'Краснодарский край, пгт Сириус, ул Тюльпанов, д 1/3', 'postal_code': '354340', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'ad5929db-1e15-4d75-bbfb-96f201c11e9e', 'city_kladr_id': '2300000800000', 'city_with_type': 'пгт Сириус', 'city_type': 'пгт', 'city_type_full': 'поселок городского типа', 'city': 'Сириус', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '246f6fe5-aac9-4afb-b274-ef0669fa56e1', 'street_kladr_id': '23000008000002000', 'street_with_type': 'ул Тюльпанов', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Тюльпанов', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '40cdc6e5-3f0f-40d5-9faa-c9b17399edf1', 'house_kladr_id': '2300000800000200042', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '1/3', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '40cdc6e5-3f0f-40d5-9faa-c9b17399edf1', 'fias_code': '23000008000000000200042', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000800000200042', 'capital_marker': '0', 'okato': '03465000000', 'oktmo': '03731000051', 'tax_office': '2367', 'tax_office_legal': '2367', 'timezone': 'UTC+3', 'geo_lat': '43.4228194', 'geo_lon': '39.9340919', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",43.4228194,39.9340919,Тюльпанов,1/3,0,"Краснодарский край, пгт Сириус, ул Тюльпанов, д 1/3",0,Краснодарский край; Сириус пгт; улица Тюльпанов; 1/3
4,a0bcae7b-0ba1-4a01-a5d9-71686c778c02,"{'source': 'Краснодарский край; Краснодар; Прикубанский; улица Ветеранов; 85', 'result': 'г Краснодар, ул Ветеранов, д 85', 'postal_code': '350005', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '65de1d30-cd72-401e-856d-e049e8fb1a37', 'street_kladr_id': '23000001000163800', 'street_with_type': 'ул Ветеранов', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Ветеранов', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'a0bcae7b-0ba1-4a01-a5d9-71686c778c02', 'house_kladr_id': '2300000100016380068', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '85', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': 'a0bcae7b-0ba1-4a01-a5d9-71686c778c02', 'fias_code': '23000001000000016380068', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100016380068', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2311', 'tax_office_legal': '2311', 'timezone': 'UTC+3', 'geo_lat': '45.0997967', 'geo_lon': '38.9567203', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",45.0997967,38.9567203,Ветеранов,85,0,"г Краснодар, ул Ветеранов, д 85",2,Краснодарский край; Краснодар; Прикубанский; 2-я Площадка мкр; улица Ветеранов; 85
5,dee5ca6a-4c73-4c2b-88a6-9b2a36e01b3e,"{'source': 'Краснодарский край; Краснодар; Карасунский; Уральская улица; 87/7', 'result': 'г Краснодар, ул Уральская, д 87/7', 'postal_code': '350059', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '11b7512d-1efb-4969-9cc6-3dae22d33e55', 'street_kladr_id': '23000001000078700', 'street_with_type': 'ул Уральская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Уральская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'dee5ca6a-4c73-4c2b-88a6-9b2a36e01b3e', 'house_kladr_id': '2300000100007870443', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '87/7', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '153061', 'flat_price': None, 'postal_box': None, 'fias_id': 'dee5ca6a-4c73-4c2b-88a6-9b2a36e01b3e', 'fias_code': '23000001000000007870443', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000100007870443', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2312', 'tax_office_legal': '2312', 'timezone': 'UTC+3', 'geo_lat': '45.0363513', 'geo_lon': '39.0705296', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 1, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",45.0363513,39.0705296,Уральская,87/7,0,"г Краснодар, ул Уральская, д 87/7",1,Краснодарский край; Краснодар; Карасунский; мкр. КСК; Уральская улица; 87/7
6,cd947949-4d24-4e54-ab76-d485028efdd9,"{'source': 'Новосибирская область; Новосибирск; р-н Советский; улица Шатурская; 9', 'result': 'г Новосибирск, ул Шатурская, д 9', 'postal_code': '630055', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Сибирский', 'region_fias_id': '1ac46b49-3209-4814-b7bf-a509ea1aecd9', 'region_kladr_id': '5400000000000', 'region_iso_code': 'RU-NVS', 'region_with_type': 'Новосибирская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Новосибирская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '8dea00e3-9aab-4d8e-887c-ef2aaa546456', 'city_kladr_id': '5400000100000', 'city_with_type': 'г Новосибирск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Новосибирск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Советский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Советский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'bd11434b-73f6-451d-b252-2e1bab5f12eb', 'street_kladr_id': '54000001000155600', 'street_with_type': 'ул Шатурская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Шатурская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'cd947949-4d24-4e54-ab76-d485028efdd9', 'house_kladr_id': '5400000100015560014', 'house_cadnum': '54:35:091310:13', 'house_type': 'д', 'house_type_full': 'дом', 'house': '9', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '120598', 'flat_price': None, 'postal_box': None, 'fias_id': 'cd947949-4d24-4e54-ab76-d485028efdd9', 'fias_code': '54000001000000015560014', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '5400000100015560014', 'capital_marker': '2', 'okato': '50401384000', 'oktmo': '50701000001', 'tax_office': '5473', 'tax_office_legal': '5473', 'timezone': 'UTC+7', 'geo_lat': '54.8711144', 'geo_lon': '83.0806953', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",54.8711144,83.0806953,Шатурская,9,0,"г Новосибирск, ул Шатурская, д 9",0,Новосибирская область; Новосибирск; р-н Советский; мкр. Нижняя зона Академгородка; Академгородок мкр; улица Шатурская; 9
7,,"{'source': 'Краснодарский край; Краснодар; Прикубанский; шоссе Ближний Западный Обход; 2к4', 'result': 'г Краснодар, ул Западный Обход, д 2 к 4', 'postal_code': '350053', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '7dfa745e-aa19-4688-b121-b655c11e482f', 'city_kladr_id': '2300000100000', 'city_with_type': 'г Краснодар', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Краснодар', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '501c36c5-c714-4f42-8323-2813b22f266c', 'street_kladr_id': '23000001000197200', 'street_with_type': 'ул Западный Обход', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Западный Обход', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': None, 'house_kladr_id': None, 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '2', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '4', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '501c36c5-c714-4f42-8323-2813b22f266c', 'fias_code': '23000001000000019720000', 'fias_level': '7', 'fias_actuality_state': '0', 'kladr_id': '23000001000197200', 'capital_marker': '2', 'okato': '03401000000', 'oktmo': '03701000001', 'tax_office': '2311', 'tax_office_legal': '2311', 'timezone': 'UTC+3', 'geo_lat': '45.1132895', 'geo_lon': '38.9208908', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 1, 'qc_complete': 9, 'qc_house': 10, 'qc': 1, 'unparsed_parts': 'БЛИЖНИЙ', 'metro': None}",45.1132895,38.9208908,Западный Обход,2,1,"г Краснодар, ул Западный Обход, д 2 к 4",1,Краснодарский край; Краснодар; Прикубанский; шоссе Ближний Западный Обход; 2к4
8,da0207cb-563c-4367-810e-d0fa67321f09,"{'source': 'Краснодарский край; Сочи; р-н Центральный; переулок Морской; 5', 'result': 'Краснодарский край, г Сочи, пер Морской, д 5', 'postal_code': '354000', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '79da737a-603b-4c19-9b54-9114c96fb912', 'city_kladr_id': '2300000700000', 'city_with_type': 'г Сочи', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Сочи', 'city_area': None, 'city_district_fias_id': '48909a1e-ec40-409a-91d1-3f7236e0b1e3', 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Центральный', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Центральный', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'fdaba7ed-159d-4a1a-89b6-4bd63c9463c3', 'street_kladr_id': '23000007000145500', 'street_with_type': 'пер Морской', 'street_type': 'пер', 'street_type_full': 'переулок', 'street': 'Морской', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'da0207cb-563c-4367-810e-d0fa67321f09', 'house_kladr_id': '2300000700014550004', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '5', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '461861', 'flat_price': None, 'postal_box': None, 'fias_id': 'da0207cb-563c-4367-810e-d0fa67321f09', 'fias_code': '23000007000000014550004', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300000700014550004', 'capital_marker': '0', 'okato': '03426000000', 'oktmo': '03726000001', 'tax_office': '2366', 'tax_office_legal': '2366', 'timezone': 'UTC+3', 'geo_lat': '43.5766888', 'geo_lon': '39.7255534', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",43.5766888,39.7255534,Морской,5,0,"Краснодарский край, г Сочи, пер Морской, д 5",0,Краснодарский край; Сочи; р-н Центральный; мкр. Центр; переулок Морской; 5
9,,"{'source': 'Новосибирская область; Новосибирск; р-н Октябрьский; м. Октябрьская; Московская улица; 77', 'result': 'г Новосибирск, ул Октябрьская магистраль, д 77', 'postal_code': '630099', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Сибирский', 'region_fias_id': '1ac46b49-3209-4814-b7bf-a509ea1aecd9', 'region_kladr_id': '5400000000000', 'region_iso_code': 'RU-NVS', 'region_with_type': 'Новосибирская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Новосибирская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '8dea00e3-9aab-4d8e-887c-ef2aaa546456', 'city_kladr_id': '5400000100000', 'city_with_type': 'г Новосибирск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Новосибирск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Центральный', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Центральный', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '95184fe7-3e63-4270-8a68-40d53464c29d', 'street_kladr_id': '54000001000176900', 'street_with_type': 'ул Октябрьская магистраль', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Октябрьская магистраль', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': None, 'house_kladr_id': None, 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '77', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '95184fe7-3e63-4270-8a68-40d53464c29d', 'fias_code': '54000001000000017690000', 'fias_level': '7', 'fias_actuality_state': '0', 'kladr_id': '54000001000176900', 'capital_marker': '2', 'okato': '50401386000', 'oktmo': '50701000001', 'tax_office': '5406', 'tax_office_legal': '5406', 'timezone': 'UTC+7', 'geo_lat': '55.0242297', 'geo_lon': '82.9279206', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 9, 'qc_house': 10, 'qc': 1, 'unparsed_parts': 'МОСКОВСКАЯ', 'metro': None}",55.0242297,82.9279206,Октябрьская магистраль,77,1,"г Новосибирск, ул Октябрьская магистраль, д 77",2,Новосибирская область; Новосибирск; р-н Октябрьский; м. Октябрьская; Московская улица; 77
