,house_fias_id,data,geo_lat,geo_lon,street,house,qc,result,qc_geo,addr,parsed_now
21,85fecc74-5af2-413d-a685-728acdfaf2aa,"{'source': 'Калининградская область; Калининград; р-н Ленинградский; Солдатская улица; 9к4', 'result': 'г Калининград, ул Солдатская, д 9, кв 4', 'postal_code': '236023', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Центральный', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Центральный', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'b4a88a77-88b9-4412-ad2e-0905506d1cdf', 'street_kladr_id': '39000001000077100', 'street_with_type': 'ул Солдатская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Солдатская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '85fecc74-5af2-413d-a685-728acdfaf2aa', 'house_kladr_id': '3900000100007710005', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '9', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': 'кв', 'flat_type_full': 'квартира', 'flat': '4', 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '85fecc74-5af2-413d-a685-728acdfaf2aa', 'fias_code': '39000001000000007710005', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100007710005', 'capital_marker': '2', 'okato': '27401385000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.7383781', 'geo_lon': '20.4814717', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 0, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",54.7383781,20.4814717,Солдатская,9,0.0,"г Калининград, ул Солдатская, д 9, кв 4",2.0,Калининградская область; Калининград; р-н Ленинградский; Солдатская улица; 9к4,False
22,5a7922eb-ef38-41f5-8d96-7982b268255a,"{'source': 'Калининградская область; Калининград; р-н Московский; улица Левитана; 65к3', 'result': 'г Калининград, ул Левитана, д 65 к 3', 'postal_code': '236034', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Московский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Московский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '35bae560-a198-44da-a95d-817ac9569913', 'street_kladr_id': '39000001000043700', 'street_with_type': 'ул Левитана', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Левитана', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '5a7922eb-ef38-41f5-8d96-7982b268255a', 'house_kladr_id': '3900000100004370068', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '65', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '3', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '5a7922eb-ef38-41f5-8d96-7982b268255a', 'fias_code': '39000001000000004370068', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100004370068', 'capital_marker': '2', 'okato': '27401373000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.6756845', 'geo_lon': '20.5745015', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",54.6756845,20.5745015,Левитана,65,0.0,"г Калининград, ул Левитана, д 65 к 3",2.0,Калининградская область; Калининград; р-н Московский; улица Левитана; 65к3,False
23,27206d16-9467-4ca2-8983-2dc64565f487,"{'source': 'Калининградская область; Калининград; р-н Московский; улица Флагманская; 3А', 'result': 'г Калининград, ул Флагманская, д 3А', 'postal_code': '236044', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Московский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Московский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '9811f8ee-1753-4a64-b41f-58cf9968fd6a', 'street_kladr_id': '39000001000136400', 'street_with_type': 'ул Флагманская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Флагманская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '27206d16-9467-4ca2-8983-2dc64565f487', 'house_kladr_id': '3900000100013640002', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '3А', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '91378', 'flat_price': None, 'postal_box': None, 'fias_id': '27206d16-9467-4ca2-8983-2dc64565f487', 'fias_code': '39000001000000013640002', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100013640002', 'capital_marker': '2', 'okato': '27401373000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.7074702', 'geo_lon': '20.5073241', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 4, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",54.7074702,20.5073241,Флагманская,3А,0.0,"г Калининград, ул Флагманская, д 3А",4.0,Калининградская область; Калининград; р-н Московский; улица Флагманская; 3А,False
24,27efcab9-7704-45d0-bba2-21557ad4e651,"{'source': 'Калининградская область; Калининград; р-н Ленинградский; улица Молодой Гвардии; 34к4', 'result': 'г Калининград, ул Молодой гвардии, д 34 к 4', 'postal_code': '236038', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Ленинградский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Ленинградский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '9e034fb8-ea8a-4e73-a0d2-76ed6faaba06', 'street_kladr_id': '39000001000053500', 'street_with_type': 'ул Молодой гвардии', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Молодой гвардии', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '27efcab9-7704-45d0-bba2-21557ad4e651', 'house_kladr_id': '3900000100005350056', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '34', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '4', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '27efcab9-7704-45d0-bba2-21557ad4e651', 'fias_code': '39000001000000005350056', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100005350056', 'capital_marker': '2', 'okato': '27401368000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.7260459', 'geo_lon': '20.5578577', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",54.7260459,20.5578577,Молодой гвардии,34,0.0,"г Калининград, ул Молодой гвардии, д 34 к 4",2.0,Калининградская область; Калининград; р-н Ленинградский; улица Молодой Гвардии; 34к4,False
25,154b97ee-3c83-4d0e-9e45-8001dad9fdf3,"{'source': 'Калининградская область; Калининград; р-н Московский; Батальная улица; 65А', 'result': 'г Калининград, ул Батальная, д 65А', 'postal_code': '236011', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Северо-Западный', 'region_fias_id': '90c7181e-724f-41b3-b6c6-bd3ec7ae3f30', 'region_kladr_id': '3900000000000', 'region_iso_code': 'RU-KGD', 'region_with_type': 'Калининградская обл', 'region_type': 'обл', 'region_type_full': 'область', 'region': 'Калининградская', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': 'df679694-d505-4dd3-b514-4ba48c8a97d8', 'city_kladr_id': '3900000100000', 'city_with_type': 'г Калининград', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Калининград', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Московский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Московский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'b5b1ebb9-4e19-4d80-9d3a-7372984f6960', 'street_kladr_id': '39000001000007300', 'street_with_type': 'ул Батальная', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Батальная', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '154b97ee-3c83-4d0e-9e45-8001dad9fdf3', 'house_kladr_id': '3900000100000730179', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '65А', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '98923', 'flat_price': None, 'postal_box': None, 'fias_id': '154b97ee-3c83-4d0e-9e45-8001dad9fdf3', 'fias_code': '39000001000000000730179', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '3900000100000730179', 'capital_marker': '2', 'okato': '27401373000', 'oktmo': '27701000001', 'tax_office': '3900', 'tax_office_legal': '3900', 'timezone': 'UTC+2', 'geo_lat': '54.6751378', 'geo_lon': '20.5018331', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 1, 'qc_complete': 9, 'qc_house': 2, 'qc': 3, 'unparsed_parts': None, 'metro': None}",54.6751378,20.5018331,Батальная,65А,3.0,"г Калининград, ул Батальная, д 65А",1.0,Калининградская область; Калининград; р-н Московский; Батальная улица; 65А,False
26,e8514359-e1dc-49e1-be58-6e57f4265ca3,"{'source': 'Красноярский край; Красноярск; р-н Кировский; улица Кутузова; 1', 'result': 'г Красноярск, ул Кутузова, д 1', 'postal_code': '660050', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Сибирский', 'region_fias_id': 'db9c4f8b-b706-40e2-b2b4-d31b98dcd3d1', 'region_kladr_id': '2400000000000', 'region_iso_code': 'RU-KYA', 'region_with_type': 'Красноярский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Красноярский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '9b968c73-f4d4-4012-8da8-3dacd4d4c1bd', 'city_kladr_id': '2400000100000', 'city_with_type': 'г Красноярск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Красноярск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Кировский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Кировский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'c1662c8d-d329-45a3-bfab-6fb9e28cfb77', 'street_kladr_id': '24000001000035900', 'street_with_type': 'ул Кутузова', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Кутузова', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': 'e8514359-e1dc-49e1-be58-6e57f4265ca3', 'house_kladr_id': '2400000100003590009', 'house_cadnum': '24:50:0600031:659', 'house_type': 'д', 'house_type_full': 'дом', 'house': '1', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '75076', 'flat_price': None, 'postal_box': None, 'fias_id': 'e8514359-e1dc-49e1-be58-6e57f4265ca3', 'fias_code': '24000001000000003590009', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2400000100003590009', 'capital_marker': '2', 'okato': '04401365000', 'oktmo': '04701000001', 'tax_office': '2461', 'tax_office_legal': '2461', 'timezone': 'UTC+7', 'geo_lat': '55.993687', 'geo_lon': '92.9758348', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",55.993687,92.9758348,Кутузова,1,0.0,"г Красноярск, ул Кутузова, д 1",0.0,Красноярский край; Красноярск; р-н Кировский; улица Кутузова; 1,False
27,,"{'source': 'Красноярский край; Красноярск; р-н Кировский; Аральская улица; 58', 'result': 'г Красноярск, ул Аральская, д 58', 'postal_code': '660046', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Сибирский', 'region_fias_id': 'db9c4f8b-b706-40e2-b2b4-d31b98dcd3d1', 'region_kladr_id': '2400000000000', 'region_iso_code': 'RU-KYA', 'region_with_type': 'Красноярский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Красноярский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '9b968c73-f4d4-4012-8da8-3dacd4d4c1bd', 'city_kladr_id': '2400000100000', 'city_with_type': 'г Красноярск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Красноярск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Ленинский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Ленинский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': '992b4d7b-4a09-4899-a364-a08264014a40', 'street_kladr_id': '24000001000003600', 'street_with_type': 'ул Аральская', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Аральская', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': None, 'house_kladr_id': None, 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '58', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': '92756', 'flat_price': None, 'postal_box': None, 'fias_id': '992b4d7b-4a09-4899-a364-a08264014a40', 'fias_code': '24000001000000000360000', 'fias_level': '7', 'fias_actuality_state': '0', 'kladr_id': '24000001000003600', 'capital_marker': '2', 'okato': '04401368000', 'oktmo': '04701000001', 'tax_office': '2461', 'tax_office_legal': '2461', 'timezone': 'UTC+7', 'geo_lat': '55.9910646', 'geo_lon': '93.0061726', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 10, 'qc_house': 10, 'qc': 0, 'unparsed_parts': None, 'metro': None}",55.9910646,93.0061726,Аральская,58,0.0,"г Красноярск, ул Аральская, д 58",2.0,Красноярский край; Красноярск; р-н Кировский; Аральская улица; 58,False
28,16a581e8-5a58-49f7-86f5-251295b027a7,"{'source': 'Красноярский край; Красноярск; р-н Кировский; улица Кутузова; 2', 'result': 'г Красноярск, ул Кутузова, д 2', 'postal_code': '660050', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Сибирский', 'region_fias_id': 'db9c4f8b-b706-40e2-b2b4-d31b98dcd3d1', 'region_kladr_id': '2400000000000', 'region_iso_code': 'RU-KYA', 'region_with_type': 'Красноярский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Красноярский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '9b968c73-f4d4-4012-8da8-3dacd4d4c1bd', 'city_kladr_id': '2400000100000', 'city_with_type': 'г Красноярск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Красноярск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Кировский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Кировский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'c1662c8d-d329-45a3-bfab-6fb9e28cfb77', 'street_kladr_id': '24000001000035900', 'street_with_type': 'ул Кутузова', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Кутузова', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '16a581e8-5a58-49f7-86f5-251295b027a7', 'house_kladr_id': '2400000100003590035', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '2', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '16a581e8-5a58-49f7-86f5-251295b027a7', 'fias_code': '24000001000000003590035', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2400000100003590035', 'capital_marker': '2', 'okato': '04401365000', 'oktmo': '04701000001', 'tax_office': '2461', 'tax_office_legal': '2461', 'timezone': 'UTC+7', 'geo_lat': '55.9888662', 'geo_lon': '92.9553378', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 9, 'qc_house': 2, 'qc': 3, 'unparsed_parts': None, 'metro': None}",55.9888662,92.9553378,Кутузова,2,3.0,"г Красноярск, ул Кутузова, д 2",2.0,Красноярский край; Красноярск; р-н Кировский; улица Кутузова; 2,False
29,11312fad-a5d5-4a9f-8719-aced68fdfdd2,"{'source': 'Красноярский край; Красноярск; р-н Свердловский; улица Лесников; 37', 'result': 'г Красноярск, ул Лесников, д 37', 'postal_code': '660006', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Сибирский', 'region_fias_id': 'db9c4f8b-b706-40e2-b2b4-d31b98dcd3d1', 'region_kladr_id': '2400000000000', 'region_iso_code': 'RU-KYA', 'region_with_type': 'Красноярский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Красноярский', 'area_fias_id': None, 'area_kladr_id': None, 'area_with_type': None, 'area_type': None, 'area_type_full': None, 'area': None, 'city_fias_id': '9b968c73-f4d4-4012-8da8-3dacd4d4c1bd', 'city_kladr_id': '2400000100000', 'city_with_type': 'г Красноярск', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Красноярск', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': 'р-н Свердловский', 'city_district_type': 'р-н', 'city_district_type_full': 'район', 'city_district': 'Свердловский', 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'c8bf6c74-b8d7-4f50-be0e-adc39f0f7c88', 'street_kladr_id': '24000001000037800', 'street_with_type': 'ул Лесников', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Лесников', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '11312fad-a5d5-4a9f-8719-aced68fdfdd2', 'house_kladr_id': '2400000100003780095', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '37', 'block_type': None, 'block_type_full': None, 'block': None, 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '11312fad-a5d5-4a9f-8719-aced68fdfdd2', 'fias_code': '24000001000000003780095', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2400000100003780095', 'capital_marker': '2', 'okato': '04401373000', 'oktmo': '04701000001', 'tax_office': '2464', 'tax_office_legal': '2464', 'timezone': 'UTC+7', 'geo_lat': '55.9801331', 'geo_lon': '92.8133811', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 2, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",55.9801331,92.8133811,Лесников,37,0.0,"г Красноярск, ул Лесников, д 37",2.0,Красноярский край; Красноярск; р-н Свердловский; улица Лесников; 37,False
30,82ef5a68-87ab-4edd-a38c-27463885d55d,"{'source': 'Краснодарский край; Анапа; улица Крылова; 13к2', 'result': 'Краснодарский край, г Анапа, ул Крылова, д 13 к 2', 'postal_code': '353454', 'country': 'Россия', 'country_iso_code': 'RU', 'federal_district': 'Южный', 'region_fias_id': 'd00e1013-16bd-4c09-b3d5-3cb09fc54bd8', 'region_kladr_id': '2300000000000', 'region_iso_code': 'RU-KDA', 'region_with_type': 'Краснодарский край', 'region_type': 'край', 'region_type_full': 'край', 'region': 'Краснодарский', 'area_fias_id': '4504c6b3-f501-4f6b-949f-45704aa3ecdd', 'area_kladr_id': '2300300000000', 'area_with_type': 'Анапский р-н', 'area_type': 'р-н', 'area_type_full': 'район', 'area': 'Анапский', 'city_fias_id': 'eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed', 'city_kladr_id': '2300300100000', 'city_with_type': 'г Анапа', 'city_type': 'г', 'city_type_full': 'город', 'city': 'Анапа', 'city_area': None, 'city_district_fias_id': None, 'city_district_kladr_id': None, 'city_district_with_type': None, 'city_district_type': None, 'city_district_type_full': None, 'city_district': None, 'settlement_fias_id': None, 'settlement_kladr_id': None, 'settlement_with_type': None, 'settlement_type': None, 'settlement_type_full': None, 'settlement': None, 'street_fias_id': 'b6b2efda-0b89-414e-b99e-df89638ff352', 'street_kladr_id': '23003001000003400', 'street_with_type': 'ул Крылова', 'street_type': 'ул', 'street_type_full': 'улица', 'street': 'Крылова', 'stead_fias_id': None, 'stead_kladr_id': None, 'stead_cadnum': None, 'stead_type': None, 'stead_type_full': None, 'stead': None, 'house_fias_id': '82ef5a68-87ab-4edd-a38c-27463885d55d', 'house_kladr_id': '2300300100000340097', 'house_cadnum': None, 'house_type': 'д', 'house_type_full': 'дом', 'house': '13', 'block_type': 'к', 'block_type_full': 'корпус', 'block': '2', 'entrance': None, 'floor': None, 'flat_fias_id': None, 'flat_cadnum': None, 'flat_type': None, 'flat_type_full': None, 'flat': None, 'flat_area': None, 'square_meter_price': None, 'flat_price': None, 'postal_box': None, 'fias_id': '82ef5a68-87ab-4edd-a38c-27463885d55d', 'fias_code': '23003001000000000340097', 'fias_level': '8', 'fias_actuality_state': '0', 'kladr_id': '2300300100000340097', 'capital_marker': '1', 'okato': '03403000000', 'oktmo': '03703000001', 'tax_office': '2301', 'tax_office_legal': '2301', 'timezone': 'UTC+3', 'geo_lat': '44.875883', 'geo_lon': '37.322233', 'beltway_hit': None, 'beltway_distance': None, 'qc_geo': 0, 'qc_complete': 5, 'qc_house': 2, 'qc': 0, 'unparsed_parts': None, 'metro': None}",44.875883,37.322233,Крылова,13,0.0,"Краснодарский край, г Анапа, ул Крылова, д 13 к 2",0.0,Краснодарский край; Анапа; улица Крылова; 13к2,False
